Date,Amount_INR,Transaction_Status,Fraud_Flag,Is_Success,State,Merchant_Category,Transaction_Type,Device_Type,Network_Type,Sender_Bank,Receiver_Bank,Sender_Age_Group,Transaction_Authenticity
2024-07-22,1115,Success,0,1,Gujarat,Entertainment,P2M,iOS,WiFi,Axis,HDFC,26-35,Authenticated
2024-08-28,904,Success,0,1,Uttar Pradesh,Healthcare,P2M,Android,4G,Paytm Bank,Yes Bank,36-45,Authenticated
2024-11-02,768,Success,0,1,Uttar Pradesh,Transport,P2M,Android,4G,PNB,SBI,56+,Authenticated
2024-11-12,263,Success,0,1,Tamil Nadu,Utilities,Bill Payment,Android,4G,PNB,Paytm Bank,18-25,Authenticated
2024-11-27,840,Success,0,1,Delhi,Utilities,P2M,Android,4G,Yes Bank,UPI-Pay,36-45,Suspicious
2024-04-17,598,Success,0,1,Delhi,Other,P2P,iOS,5G,PNB,Paytm Bank,26-35,Authenticated
2024-02-03,1134,Success,0,1,Uttar Pradesh,Other,P2P,Android,4G,Axis,PNB,36-45,Authenticated
2024-05-06,853,Success,0,1,Tamil Nadu,Other,P2P,Android,5G,ICICI,HDFC,26-35,Authenticated
2024-08-08,717,Success,0,1,Uttar Pradesh,Healthcare,P2M,iOS,5G,HDFC,PNB,18-25,Suspicious
2024-12-07,371,Success,0,1,Gujarat,Other,P2P,Android,4G,HDFC,Paytm Bank,36-45,Authenticated
2024-11-18,1033,Success,0,1,Gujarat,Other,P2P,Android,5G,Paytm Bank,PNB,36-45,Authenticated
2024-08-23,355,Success,0,1,Uttar Pradesh,Other,P2P,Android,5G,ICICI,SBI,46-55,Authenticated
2024-06-11,655,Success,0,1,Uttar Pradesh,Shopping,P2M,Android,4G,ICICI,PNB,18-25,Authenticated
2024-03-13,708,Success,0,1,Maharashtra,Other,P2P,Android,5G,HDFC,PNB,26-35,Authenticated
2024-12-01,708,Success,0,1,Gujarat,Other,P2P,Android,4G,UPI-Pay,HDFC,36-45,Authenticated
2024-03-11,291,Success,0,1,Uttar Pradesh,Fuel,P2M,Android,4G,Paytm Bank,Axis,26-35,Authenticated
2024-04-05,1469,Success,0,1,Maharashtra,Other,P2P,iOS,WiFi,SBI,UPI-Pay,18-25,Authenticated
2024-07-18,1046,Success,0,1,West Bengal,Other,P2P,Android,5G,PNB,Yes Bank,46-55,Authenticated
2024-01-26,970,Success,0,1,Andhra Pradesh,Other,P2P,Android,4G,SBI,UPI-Pay,26-35,Authenticated
2024-11-27,323,Failed,1,0,Tamil Nadu,Other,P2P,Android,5G,Paytm Bank,SBI,36-45,Suspicious
2024-04-10,1063,Success,0,1,Delhi,Other,P2M,iOS,WiFi,ICICI,SBI,18-25,Authenticated
2024-10-30,706,Success,0,1,Maharashtra,Utilities,Bill Payment,iOS,4G,SBI,Paytm Bank,36-45,Authenticated
2024-03-12,1264,Success,0,1,Gujarat,Other,P2M,Android,5G,HDFC,UPI-Pay,36-45,Authenticated
2024-10-20,1003,Success,0,1,Uttar Pradesh,Other,P2P,Android,WiFi,Axis,HDFC,26-35,Authenticated
2024-05-04,488,Success,0,1,Maharashtra,Fuel,P2M,Android,WiFi,Paytm Bank,Axis,36-45,Authenticated
2024-10-28,450,Success,0,1,Andhra Pradesh,Shopping,P2M,Android,5G,SBI,Paytm Bank,36-45,Authenticated
2024-01-30,350,Success,0,1,Andhra Pradesh,Healthcare,P2M,Android,WiFi,PNB,SBI,18-25,Authenticated
2024-07-19,1180,Success,0,1,Rajasthan,Other,Recharge,iOS,4G,Axis,ICICI,26-35,Authenticated
2024-09-15,1145,Success,0,1,Telangana,Other,P2P,Android,4G,SBI,Yes Bank,36-45,Authenticated
2024-04-21,1201,Success,0,1,Delhi,Shopping,P2M,Android,4G,Yes Bank,ICICI,26-35,Authenticated
2024-01-13,847,Success,0,1,Karnataka,Healthcare,P2M,Android,4G,HDFC,UPI-Pay,36-45,Authenticated
2024-10-15,768,Failed,0,0,Rajasthan,Utilities,Bill Payment,iOS,4G,Yes Bank,ICICI,26-35,Authenticated
2024-04-05,1294,Success,0,1,West Bengal,Other,Recharge,Android,5G,Yes Bank,SBI,26-35,Authenticated
2024-09-23,1257,Success,0,1,Tamil Nadu,Fuel,P2M,Android,5G,ICICI,SBI,56+,Authenticated
2024-09-18,172,Success,0,1,West Bengal,Other,P2P,Android,4G,UPI-Pay,PNB,18-25,Authenticated
2024-08-10,164,Success,0,1,Delhi,Utilities,Bill Payment,Android,4G,ICICI,UPI-Pay,36-45,Authenticated
2024-06-12,241,Success,0,1,Uttar Pradesh,Utilities,P2M,Android,5G,Paytm Bank,ICICI,46-55,Authenticated
2024-07-26,1320,Success,0,1,Karnataka,Utilities,Bill Payment,iOS,5G,Paytm Bank,Yes Bank,18-25,Authenticated
2024-02-11,1131,Success,0,1,Maharashtra,Other,P2P,iOS,4G,PNB,Yes Bank,36-45,Authenticated
2024-06-03,659,Success,0,1,West Bengal,Transport,P2M,Android,4G,ICICI,UPI-Pay,26-35,Authenticated
2024-09-27,160,Success,0,1,Karnataka,Healthcare,P2M,Android,4G,SBI,UPI-Pay,26-35,Authenticated
2024-01-14,1245,Success,0,1,Maharashtra,Other,P2P,Android,WiFi,Axis,SBI,26-35,Authenticated
2024-12-09,450,Success,0,1,Gujarat,Other,P2P,Android,5G,Yes Bank,ICICI,26-35,Authenticated
2024-12-29,2557,Success,0,1,Karnataka,Shopping,P2M,Android,4G,Paytm Bank,ICICI,18-25,Authenticated
2024-08-28,1464,Success,0,1,Gujarat,Food,P2M,Android,4G,PNB,ICICI,26-35,Authenticated
2024-08-29,3848,Success,0,1,Tamil Nadu,Other,P2P,Android,WiFi,SBI,HDFC,26-35,Authenticated
2024-04-29,1329,Success,0,1,Tamil Nadu,Utilities,Bill Payment,Android,4G,Yes Bank,UPI-Pay,18-25,Authenticated
2024-08-14,1321,Success,0,1,Gujarat,Fuel,P2M,Android,4G,SBI,Paytm Bank,36-45,Authenticated
2024-03-26,9010,Success,0,1,Tamil Nadu,Other,P2P,Android,4G,Axis,PNB,36-45,Authenticated
2024-08-19,7862,Success,0,1,Karnataka,Utilities,Bill Payment,iOS,5G,SBI,PNB,36-45,Authenticated
2024-08-03,1159,Success,0,1,Maharashtra,Other,P2P,Android,4G,Paytm Bank,Yes Bank,18-25,Authenticated
2024-01-03,1259,Success,0,1,Maharashtra,Utilities,P2M,Android,4G,PNB,UPI-Pay,36-45,Suspicious
2024-04-27,1340,Success,0,1,West Bengal,Other,P2P,iOS,5G,Axis,HDFC,46-55,Authenticated
2024-12-23,231,Success,0,1,Tamil Nadu,Other,P2M,iOS,4G,UPI-Pay,HDFC,36-45,Authenticated
2024-09-05,140,Success,0,1,Telangana,Other,P2P,Android,4G,Yes Bank,ICICI,18-25,Authenticated
2024-12-12,288,Success,0,1,Andhra Pradesh,Entertainment,P2M,Android,4G,HDFC,ICICI,46-55,Authenticated
2024-03-31,992,Success,0,1,Karnataka,Other,P2P,Android,4G,UPI-Pay,HDFC,26-35,Authenticated
2024-06-26,890,Success,0,1,Karnataka,Other,P2P,Android,WiFi,HDFC,PNB,46-55,Authenticated
2024-11-11,174,Success,0,1,Karnataka,Other,P2P,iOS,4G,Yes Bank,PNB,36-45,Authenticated
2024-01-03,1369,Failed,0,0,Rajasthan,Other,P2P,Android,4G,PNB,ICICI,18-25,Authenticated
2024-12-24,644,Success,0,1,Gujarat,Education,P2M,iOS,4G,ICICI,PNB,36-45,Authenticated
2024-09-11,1151,Success,0,1,Gujarat,Entertainment,P2M,iOS,5G,Axis,Paytm Bank,18-25,Authenticated
2024-12-20,933,Success,0,1,Andhra Pradesh,Fuel,P2M,Android,5G,SBI,Paytm Bank,36-45,Authenticated
2024-04-24,812,Success,0,1,Maharashtra,Other,P2P,Android,4G,HDFC,UPI-Pay,26-35,Authenticated
2024-01-19,1403,Success,0,1,Gujarat,Other,P2P,Android,5G,Yes Bank,Axis,26-35,Authenticated
2024-01-07,759,Success,0,1,Tamil Nadu,Other,P2P,Android,5G,SBI,Axis,26-35,Suspicious
2024-06-26,889,Success,0,1,Karnataka,Utilities,P2M,Android,5G,Axis,PNB,46-55,Authenticated
2024-11-27,6078,Success,0,1,Delhi,Other,P2P,iOS,4G,UPI-Pay,HDFC,26-35,Authenticated
2024-08-07,705,Success,0,1,Rajasthan,Other,P2P,iOS,4G,UPI-Pay,Axis,18-25,Authenticated
2024-05-22,238,Success,0,1,Karnataka,Shopping,P2M,Android,5G,SBI,HDFC,26-35,Authenticated
2024-05-12,221,Success,0,1,Telangana,Other,P2M,Android,5G,HDFC,UPI-Pay,26-35,Authenticated
2024-03-09,907,Success,0,1,Delhi,Entertainment,P2M,Android,4G,ICICI,UPI-Pay,36-45,Authenticated
2024-11-26,729,Success,0,1,Maharashtra,Other,P2P,iOS,WiFi,Yes Bank,PNB,18-25,Authenticated
2024-01-14,417,Failed,0,0,Tamil Nadu,Other,Recharge,Android,4G,Axis,Paytm Bank,26-35,Authenticated
2024-07-12,585,Success,0,1,Telangana,Utilities,P2M,Android,5G,Paytm Bank,Yes Bank,36-45,Authenticated
2024-03-12,1163,Success,0,1,Karnataka,Fuel,P2M,iOS,4G,PNB,Paytm Bank,36-45,Authenticated
2024-09-24,721,Failed,0,0,West Bengal,Other,P2P,Android,WiFi,Paytm Bank,PNB,26-35,Authenticated
2024-03-17,526,Success,0,1,Karnataka,Other,P2P,iOS,4G,ICICI,UPI-Pay,26-35,Authenticated
2024-04-07,237,Success,0,1,Telangana,Shopping,P2M,iOS,4G,Axis,UPI-Pay,36-45,Authenticated
2024-03-29,1627,Success,0,1,Karnataka,Utilities,P2M,Android,5G,Yes Bank,Axis,46-55,Authenticated
2024-01-02,861,Success,0,1,Maharashtra,Other,P2P,Android,4G,HDFC,SBI,46-55,Suspicious
2024-04-03,459,Success,0,1,Tamil Nadu,Other,Recharge,Android,4G,Yes Bank,HDFC,18-25,Authenticated
2024-02-09,276,Success,0,1,Karnataka,Other,P2P,Android,WiFi,PNB,ICICI,26-35,Authenticated
2024-12-28,372,Success,0,1,Karnataka,Entertainment,P2M,Android,4G,Yes Bank,Axis,18-25,Authenticated
2024-11-05,1392,Failed,0,0,Uttar Pradesh,Other,P2P,Android,5G,UPI-Pay,PNB,26-35,Authenticated
2024-05-01,495,Success,0,1,West Bengal,Other,P2P,Android,4G,UPI-Pay,ICICI,18-25,Authenticated
2024-11-28,1423,Success,0,1,Telangana,Utilities,Bill Payment,Android,4G,PNB,Axis,26-35,Authenticated
2024-02-15,7824,Success,0,1,Andhra Pradesh,Food,P2M,Android,4G,ICICI,HDFC,26-35,Authenticated
2024-01-16,170,Success,0,1,Uttar Pradesh,Utilities,Bill Payment,Android,4G,SBI,HDFC,46-55,Authenticated
2024-02-05,5293,Success,0,1,Telangana,Transport,P2M,Android,5G,UPI-Pay,SBI,36-45,Authenticated
2024-10-22,428,Success,0,1,Maharashtra,Other,P2M,Android,WiFi,UPI-Pay,Axis,36-45,Authenticated
2024-12-31,1332,Success,0,1,Tamil Nadu,Utilities,Bill Payment,iOS,5G,HDFC,SBI,26-35,Authenticated
2024-04-25,971,Success,0,1,Delhi,Healthcare,P2M,iOS,4G,SBI,Yes Bank,18-25,Authenticated
2024-06-25,1075,Success,0,1,Andhra Pradesh,Transport,P2M,iOS,WiFi,SBI,Yes Bank,26-35,Authenticated
2024-10-18,465,Success,0,1,Gujarat,Utilities,P2M,iOS,4G,UPI-Pay,ICICI,26-35,Authenticated
2024-08-04,1460,Success,0,1,Andhra Pradesh,Shopping,P2M,Android,4G,Yes Bank,Axis,26-35,Authenticated
2024-12-12,210,Success,0,1,Maharashtra,Other,P2P,Android,WiFi,Paytm Bank,PNB,26-35,Authenticated
2024-05-23,1082,Success,0,1,Maharashtra,Utilities,Bill Payment,Android,WiFi,SBI,Yes Bank,18-25,Authenticated
2024-11-20,538,Success,0,1,Karnataka,Other,Recharge,iOS,4G,Yes Bank,Axis,36-45,Authenticated
2024-07-15,1096,Success,0,1,Delhi,Education,P2M,Android,4G,Yes Bank,HDFC,36-45,Authenticated
2024-01-16,537,Failed,0,0,Uttar Pradesh,Other,P2P,Android,5G,UPI-Pay,Paytm Bank,36-45,Authenticated
2024-06-15,589,Success,0,1,Maharashtra,Food,P2M,Android,5G,Axis,UPI-Pay,18-25,Authenticated
2024-01-18,1360,Success,0,1,Maharashtra,Other,P2P,Android,WiFi,HDFC,PNB,36-45,Authenticated
2024-07-05,1237,Success,0,1,Telangana,Utilities,Bill Payment,Android,5G,UPI-Pay,SBI,26-35,Authenticated
2024-08-02,1442,Success,0,1,Andhra Pradesh,Other,P2P,Android,4G,UPI-Pay,HDFC,46-55,Authenticated
2024-01-24,410,Success,0,1,Karnataka,Shopping,P2M,Android,5G,HDFC,UPI-Pay,36-45,Authenticated
2024-07-15,1270,Success,0,1,Delhi,Utilities,Bill Payment,Android,WiFi,UPI-Pay,Axis,18-25,Authenticated
2024-05-17,788,Success,0,1,Rajasthan,Utilities,P2M,iOS,5G,Axis,UPI-Pay,18-25,Authenticated
2024-08-19,754,Success,0,1,Karnataka,Healthcare,P2M,Android,4G,Paytm Bank,ICICI,18-25,Authenticated
2024-10-20,870,Success,0,1,Rajasthan,Fuel,P2M,Android,5G,PNB,Yes Bank,36-45,Authenticated
2024-10-16,438,Success,0,1,Telangana,Other,P2P,Android,4G,Axis,HDFC,18-25,Authenticated
2024-10-04,197,Success,0,1,Delhi,Other,P2P,Android,5G,Paytm Bank,ICICI,18-25,Authenticated
2024-08-16,1427,Failed,0,0,Telangana,Other,P2P,Android,4G,HDFC,Paytm Bank,36-45,Authenticated
2024-11-16,1396,Success,0,1,Andhra Pradesh,Other,P2P,iOS,5G,Paytm Bank,SBI,18-25,Authenticated
2024-05-15,1217,Success,0,1,Tamil Nadu,Fuel,P2M,iOS,4G,Yes Bank,ICICI,18-25,Authenticated
2024-01-18,1400,Success,0,1,Delhi,Transport,P2M,iOS,4G,UPI-Pay,HDFC,36-45,Authenticated
2024-07-24,107,Success,0,1,Delhi,Healthcare,P2M,Android,4G,UPI-Pay,HDFC,26-35,Authenticated
2024-03-30,233,Failed,0,0,Maharashtra,Transport,P2M,Android,4G,Axis,PNB,36-45,Suspicious
2024-12-08,1139,Success,0,1,Uttar Pradesh,Shopping,P2M,Android,5G,Yes Bank,PNB,36-45,Authenticated
2024-03-21,1294,Success,0,1,Delhi,Other,P2P,Android,4G,PNB,Paytm Bank,36-45,Authenticated
2024-12-25,233,Success,0,1,West Bengal,Fuel,P2M,Android,4G,ICICI,SBI,36-45,Authenticated
2024-01-08,176,Success,0,1,Telangana,Other,P2P,Android,5G,PNB,Paytm Bank,36-45,Authenticated
2024-06-26,338,Success,0,1,Rajasthan,Utilities,Bill Payment,Android,4G,HDFC,SBI,46-55,Suspicious
2024-10-23,1439,Success,0,1,Tamil Nadu,Healthcare,P2M,Android,4G,UPI-Pay,Paytm Bank,18-25,Authenticated
2024-08-08,226,Success,0,1,Karnataka,Other,Recharge,Android,4G,Axis,ICICI,46-55,Authenticated
2024-05-09,6956,Success,0,1,Telangana,Fuel,P2M,Android,4G,Yes Bank,UPI-Pay,26-35,Authenticated
2024-03-22,891,Success,0,1,Telangana,Other,P2P,Android,4G,PNB,Paytm Bank,26-35,Authenticated
2024-05-30,326,Success,0,1,Karnataka,Utilities,Bill Payment,Android,5G,Paytm Bank,HDFC,36-45,Authenticated
2024-08-18,536,Success,0,1,Uttar Pradesh,Utilities,Bill Payment,iOS,5G,PNB,ICICI,18-25,Authenticated
2024-12-02,6429,Success,0,1,Maharashtra,Other,P2P,Android,4G,Axis,HDFC,36-45,Authenticated
2024-07-17,466,Success,0,1,Rajasthan,Other,P2P,Android,5G,UPI-Pay,Axis,18-25,Authenticated
2024-06-07,704,Success,0,1,Maharashtra,Utilities,Bill Payment,Android,4G,PNB,HDFC,36-45,Authenticated
2024-07-21,168,Success,0,1,Tamil Nadu,Shopping,P2M,iOS,4G,PNB,UPI-Pay,56+,Authenticated
2024-05-27,1005,Success,0,1,Uttar Pradesh,Other,P2M,iOS,WiFi,Axis,HDFC,18-25,Authenticated
2024-11-09,1290,Success,0,1,Karnataka,Other,Recharge,Android,5G,Yes Bank,SBI,36-45,Authenticated
2024-12-13,699,Success,0,1,Maharashtra,Other,P2P,iOS,5G,Axis,ICICI,26-35,Authenticated
2024-11-13,377,Success,0,1,Uttar Pradesh,Other,P2P,Android,4G,Yes Bank,Axis,36-45,Authenticated
2024-07-14,602,Success,0,1,Maharashtra,Transport,P2M,Android,4G,PNB,ICICI,56+,Authenticated
2024-10-05,1396,Success,0,1,Gujarat,Education,P2M,Android,5G,ICICI,Axis,26-35,Authenticated
2024-02-03,1297,Success,0,1,Delhi,Other,P2P,Android,4G,UPI-Pay,HDFC,36-45,Authenticated
2024-04-26,147,Success,0,1,West Bengal,Other,P2P,Android,WiFi,Axis,UPI-Pay,18-25,Authenticated
2024-07-09,1310,Success,0,1,Uttar Pradesh,Other,P2P,Android,5G,UPI-Pay,ICICI,18-25,Authenticated
2024-08-07,299,Failed,0,0,Delhi,Food,P2M,Android,5G,ICICI,Yes Bank,26-35,Authenticated
2024-02-11,1246,Success,0,1,Tamil Nadu,Utilities,Bill Payment,Android,WiFi,Yes Bank,ICICI,26-35,Authenticated
2024-02-26,1018,Success,0,1,Delhi,Other,P2P,iOS,4G,ICICI,HDFC,18-25,Authenticated
2024-03-20,138,Success,0,1,Rajasthan,Utilities,P2M,Android,WiFi,ICICI,PNB,26-35,Authenticated
2024-11-22,814,Success,0,1,Maharashtra,Grocery,P2M,Android,4G,HDFC,UPI-Pay,26-35,Authenticated
2024-05-15,130,Success,0,1,Uttar Pradesh,Utilities,P2M,Android,5G,Yes Bank,SBI,18-25,Authenticated
2024-10-02,127,Success,0,1,Delhi,Other,P2P,Android,4G,PNB,HDFC,18-25,Authenticated
2024-12-20,1365,Success,0,1,Delhi,Other,P2P,Android,5G,SBI,Yes Bank,18-25,Authenticated
2024-06-19,7729,Success,0,1,Tamil Nadu,Other,P2P,Android,4G,Axis,UPI-Pay,26-35,Authenticated
2024-12-21,495,Success,0,1,Karnataka,Other,P2M,Android,4G,HDFC,SBI,18-25,Authenticated
2024-11-22,685,Success,0,1,Andhra Pradesh,Other,P2P,iOS,4G,UPI-Pay,HDFC,18-25,Authenticated
2024-03-12,1283,Success,0,1,West Bengal,Fuel,P2M,Android,5G,Yes Bank,Paytm Bank,18-25,Authenticated
2024-11-29,124,Success,0,1,Tamil Nadu,Other,P2P,iOS,4G,PNB,UPI-Pay,46-55,Authenticated
2024-01-10,874,Success,0,1,Uttar Pradesh,Other,P2P,Android,4G,SBI,PNB,26-35,Authenticated
2024-09-20,9997,Success,0,1,Rajasthan,Other,P2P,Android,4G,UPI-Pay,Axis,36-45,Authenticated
2024-01-10,602,Success,0,1,West Bengal,Other,P2P,Android,4G,ICICI,UPI-Pay,26-35,Authenticated
2024-11-26,595,Success,0,1,Delhi,Other,P2P,Android,5G,Yes Bank,PNB,18-25,Authenticated
2024-05-29,1138,Success,0,1,Gujarat,Education,P2M,Android,4G,HDFC,Axis,46-55,Authenticated
2024-08-02,2745,Success,0,1,Maharashtra,Other,P2P,Android,WiFi,SBI,UPI-Pay,36-45,Authenticated
2024-07-23,249,Success,0,1,Rajasthan,Grocery,P2M,Android,4G,HDFC,SBI,26-35,Authenticated
2024-11-02,6503,Success,0,1,Karnataka,Other,P2P,iOS,5G,UPI-Pay,Axis,46-55,Authenticated
2024-10-23,1494,Success,0,1,Uttar Pradesh,Other,P2P,iOS,4G,Paytm Bank,HDFC,36-45,Authenticated
2024-10-05,1159,Success,0,1,Karnataka,Other,P2M,Android,4G,PNB,Paytm Bank,46-55,Authenticated
2024-06-06,1109,Success,0,1,Tamil Nadu,Other,P2P,Android,5G,Paytm Bank,UPI-Pay,26-35,Authenticated
2024-12-13,809,Success,0,1,Gujarat,Fuel,P2M,iOS,4G,HDFC,UPI-Pay,36-45,Authenticated
2024-11-10,1014,Success,0,1,Maharashtra,Other,P2P,Android,5G,PNB,Axis,26-35,Authenticated
2024-04-03,901,Success,0,1,Rajasthan,Transport,P2M,Android,4G,PNB,UPI-Pay,18-25,Authenticated
2024-04-04,114,Success,0,1,Uttar Pradesh,Healthcare,P2M,iOS,5G,Axis,SBI,36-45,Authenticated
2024-05-24,926,Success,0,1,Tamil Nadu,Shopping,P2M,iOS,4G,UPI-Pay,Paytm Bank,18-25,Authenticated
2024-02-14,6573,Success,0,1,Karnataka,Other,P2M,Android,5G,UPI-Pay,Paytm Bank,36-45,Authenticated
2024-07-26,1255,Success,0,1,Tamil Nadu,Fuel,P2M,Android,4G,Yes Bank,Axis,36-45,Authenticated
2024-06-11,1215,Success,0,1,Gujarat,Other,P2M,Android,WiFi,UPI-Pay,Yes Bank,36-45,Authenticated
2024-04-19,915,Success,0,1,Gujarat,Other,Recharge,iOS,4G,UPI-Pay,Paytm Bank,26-35,Authenticated
2024-03-28,566,Success,0,1,Delhi,Other,P2P,Android,4G,ICICI,Axis,26-35,Authenticated
2024-01-30,930,Success,0,1,Andhra Pradesh,Utilities,P2M,iOS,4G,Axis,PNB,26-35,Authenticated
2024-07-10,9584,Success,0,1,Delhi,Education,P2M,Android,4G,PNB,SBI,26-35,Authenticated
2024-02-07,773,Success,0,1,Rajasthan,Other,P2P,Android,WiFi,ICICI,HDFC,26-35,Authenticated
2024-09-23,2812,Success,0,1,Delhi,Other,P2P,Android,4G,Yes Bank,HDFC,26-35,Authenticated
2024-04-08,469,Success,0,1,Gujarat,Utilities,Bill Payment,iOS,4G,Axis,Paytm Bank,56+,Authenticated
2024-03-10,355,Success,0,1,Uttar Pradesh,Other,P2P,iOS,4G,Paytm Bank,Yes Bank,18-25,Authenticated
2024-02-01,2818,Success,0,1,Karnataka,Entertainment,P2M,Android,WiFi,HDFC,Yes Bank,36-45,Authenticated
2024-08-06,636,Success,0,1,Tamil Nadu,Utilities,Bill Payment,iOS,5G,Paytm Bank,ICICI,18-25,Authenticated
2024-07-07,1427,Success,0,1,Tamil Nadu,Other,P2P,Android,5G,Yes Bank,PNB,18-25,Authenticated
2024-10-15,896,Success,0,1,Gujarat,Other,P2P,iOS,5G,ICICI,SBI,46-55,Authenticated
2024-08-09,111,Success,0,1,Andhra Pradesh,Healthcare,P2M,Android,5G,Paytm Bank,HDFC,26-35,Authenticated
2024-08-22,1319,Failed,0,0,Andhra Pradesh,Fuel,P2M,Android,4G,ICICI,Paytm Bank,26-35,Authenticated
2024-12-08,1195,Success,0,1,Andhra Pradesh,Other,P2P,Android,5G,PNB,Paytm Bank,26-35,Authenticated
2024-12-22,784,Success,0,1,Uttar Pradesh,Utilities,Bill Payment,Android,4G,ICICI,UPI-Pay,26-35,Authenticated
2024-05-26,900,Success,0,1,Maharashtra,Other,P2M,Android,4G,HDFC,Paytm Bank,26-35,Authenticated
2024-08-14,183,Success,0,1,Delhi,Other,P2P,Android,4G,HDFC,PNB,18-25,Authenticated
2024-10-05,643,Success,0,1,Maharashtra,Other,P2P,Android,4G,UPI-Pay,PNB,18-25,Authenticated
2024-08-08,8236,Success,0,1,Telangana,Other,Recharge,Android,WiFi,SBI,HDFC,56+,Authenticated
2024-03-14,1053,Success,0,1,Maharashtra,Other,P2P,Android,4G,SBI,ICICI,36-45,Authenticated
2024-12-04,1296,Success,0,1,Telangana,Utilities,Bill Payment,Android,4G,ICICI,UPI-Pay,36-45,Authenticated
2024-09-03,634,Success,0,1,Tamil Nadu,Other,P2P,Android,4G,HDFC,Axis,26-35,Authenticated
2024-02-16,136,Success,0,1,Karnataka,Utilities,Bill Payment,Android,4G,ICICI,PNB,26-35,Authenticated
2024-04-08,712,Success,0,1,Andhra Pradesh,Other,P2P,Android,4G,Yes Bank,HDFC,46-55,Authenticated
2024-02-27,1113,Success,0,1,Maharashtra,Utilities,Bill Payment,Android,WiFi,Axis,Paytm Bank,18-25,Authenticated
2024-12-31,1177,Success,0,1,Gujarat,Fuel,P2M,Android,WiFi,Axis,PNB,26-35,Authenticated
2024-09-07,7472,Success,0,1,Tamil Nadu,Other,P2P,iOS,4G,Paytm Bank,Axis,36-45,Authenticated
2024-01-03,1073,Success,0,1,Karnataka,Entertainment,P2M,Android,WiFi,Paytm Bank,ICICI,36-45,Authenticated
2024-09-19,2596,Success,0,1,Delhi,Other,P2P,Android,4G,Yes Bank,Axis,56+,Authenticated
2024-03-31,722,Success,0,1,Delhi,Other,P2P,Android,4G,ICICI,PNB,26-35,Authenticated
2024-06-06,550,Success,0,1,Rajasthan,Utilities,P2M,Android,WiFi,Yes Bank,Axis,26-35,Authenticated
2024-09-09,1189,Success,0,1,Andhra Pradesh,Transport,P2M,Android,4G,Axis,HDFC,36-45,Authenticated
2024-07-09,462,Success,0,1,Andhra Pradesh,Other,P2P,Android,4G,Axis,ICICI,26-35,Authenticated
2024-12-03,1461,Success,0,1,Gujarat,Other,Recharge,Android,4G,UPI-Pay,HDFC,36-45,Suspicious
2024-08-03,391,Success,0,1,Delhi,Other,P2P,Android,4G,HDFC,Paytm Bank,26-35,Authenticated
2024-04-14,314,Success,0,1,Delhi,Education,P2M,iOS,5G,Yes Bank,PNB,26-35,Authenticated
2024-08-22,902,Success,0,1,West Bengal,Other,Recharge,Android,WiFi,Axis,SBI,26-35,Authenticated
2024-04-30,907,Success,0,1,Karnataka,Healthcare,P2M,iOS,4G,ICICI,HDFC,18-25,Authenticated
2024-12-15,923,Success,0,1,Tamil Nadu,Other,P2P,iOS,4G,SBI,UPI-Pay,46-55,Authenticated
2024-07-05,1030,Success,0,1,West Bengal,Shopping,P2M,Android,4G,Paytm Bank,Axis,18-25,Authenticated
2024-05-14,1523,Success,0,1,Maharashtra,Entertainment,P2M,Android,4G,ICICI,Paytm Bank,18-25,Authenticated
2024-09-04,1198,Success,0,1,West Bengal,Other,P2P,iOS,4G,ICICI,HDFC,26-35,Authenticated
2024-04-26,663,Success,0,1,West Bengal,Other,P2P,iOS,5G,HDFC,Axis,26-35,Authenticated
2024-01-16,1548,Success,0,1,Gujarat,Other,P2P,iOS,5G,Yes Bank,UPI-Pay,18-25,Authenticated
2024-12-17,896,Failed,0,0,Tamil Nadu,Entertainment,P2M,Android,5G,ICICI,UPI-Pay,26-35,Authenticated
2024-03-04,4734,Success,0,1,Telangana,Other,P2P,Android,4G,Paytm Bank,SBI,26-35,Authenticated
2024-09-16,922,Success,0,1,Tamil Nadu,Healthcare,P2M,iOS,WiFi,Paytm Bank,ICICI,26-35,Authenticated
2024-04-11,1421,Success,0,1,Maharashtra,Utilities,Bill Payment,Android,4G,SBI,PNB,36-45,Authenticated
2024-06-11,453,Success,0,1,Andhra Pradesh,Other,P2P,Android,4G,Yes Bank,UPI-Pay,18-25,Authenticated
2024-04-24,383,Success,0,1,Maharashtra,Other,P2P,Android,4G,Axis,UPI-Pay,26-35,Authenticated
2024-04-05,391,Success,0,1,Maharashtra,Other,P2P,iOS,WiFi,Axis,PNB,36-45,Authenticated
2024-11-26,781,Success,0,1,Gujarat,Utilities,Bill Payment,iOS,4G,HDFC,Axis,18-25,Authenticated
2024-06-23,164,Success,0,1,Telangana,Other,P2P,Android,WiFi,Paytm Bank,Yes Bank,36-45,Authenticated
2024-10-01,518,Success,0,1,Rajasthan,Food,P2M,Android,WiFi,HDFC,SBI,26-35,Authenticated
2024-06-18,1102,Success,0,1,Gujarat,Other,P2P,iOS,WiFi,PNB,HDFC,26-35,Authenticated
2024-06-10,746,Success,0,1,Maharashtra,Other,P2P,Android,5G,Axis,SBI,46-55,Authenticated
2024-10-20,4072,Success,0,1,Andhra Pradesh,Other,P2P,iOS,WiFi,HDFC,UPI-Pay,56+,Authenticated
